source_item_id,detail_title,source_url
1012320829,公共关系学(邓健，李荣德)西南财经大学出版社,https://product.dangdang.com/1012320829.html
1014511618,成功励志书籍/断舍离人生清单/山下英子身心灵作家张德芬作序引爆精神革命哲学社科小说心灵修养籍,https://product.dangdang.com/1014511618.html
1016349479,妇产科学(供高等医药院校基础临床预防口腔医学类专业使用卫生部十二五规划教材精讲与同步练习),https://product.dangdang.com/1016349479.html
1016676658,益智游戏书正版恐龙贴纸王全套6册儿童书籍3-6岁宝宝益智贴纸书幼儿早教亲子游戏书智力开发图书,https://product.dangdang.com/1016676658.html
1022721458,益智游戏书正版恐龙贴纸王全套6册儿童书籍3-6岁宝宝益智贴纸书幼儿早教亲子游戏书智力开发图书,https://product.dangdang.com/1022721458.html
1031047869,儿童绘本亲子共读动物故事绘本10册0-3-6岁幼儿童启蒙认知早教益智成长故事书亲子共读睡前故事书儿童情绪管理与性格培养绘本幼儿园早教读物,https://product.dangdang.com/1031047869.html
1081907564,艺术概论北京大学出版社,https://product.dangdang.com/1081907564.html
1088532829,妇产科学中国医药科技出版社,https://product.dangdang.com/1088532829.html
1089744529,艺术概论人民邮电出版社,https://product.dangdang.com/1089744529.html
1092101247,建筑工程中国建筑工业出版社,https://product.dangdang.com/1092101247.html
1097503864,艺术概论西安交通大学出版社,https://product.dangdang.com/1097503864.html
11000078285,传记文学书籍林徽因传一身诗意千寻瀑万古人间四月天你若安好林微因的书诗集经典文集小说林薇因作品集全集书籍畅销书散文现当代文学民国女性名人传记,https://product.dangdang.com/11000078285.html
11000296105,成功励志书籍全5册口才三绝为人三会会说话会办事会做人修心提高情商口才训练与沟通技巧人际交往情商课销售管理幽默沟通职场社交沟通的艺术说话技巧成功励志,https://product.dangdang.com/11000296105.html
11017861304,妇产科学(供高等医药院校基础临床预防口腔医学类专业使用卫生部十二五规划教材精讲与,https://product.dangdang.com/11017861304.html
11023859364,书法篆刻工具书系列-常用鸟虫篆书法字典,https://product.dangdang.com/11023859364.html
11023859464,书法篆刻工具书系列-甲骨文书法字典,https://product.dangdang.com/11023859464.html
